Account, LUEs, InstalledMonth
027-0044022,1,619
027-0044033,1,626
027-0044051,1,639
027-0044099,1,625
027-0044228,1,624
027-0044229,1,619
027-0044283,1,627
027-0044366,1,618
027-0044482,1,619
027-0044488,1,621
027-0044551,1,617
027-0044562,1,616
027-0044582,1,616
027-0044662,1,618
027-0044773,1,620
027-0044811,1,620
027-0044830,1,618
027-0044880,1,614
027-0044882,1,616
027-0044886,1,625
027-0044992,1,617
027-0044993,1,624
027-0044994,1,617
027-0044995,1,617
027-0044996,1,624
027-0044997,1,618
027-0044998,1,616
027-0044999,1,616
027-0045011,1,628
027-0045051,1,634
027-0045121,1,635
027-0045122,1,624
027-0045211,1,632
027-0045453,1,620
027-0045465,1,630
027-0045561,1,631
027-0045820,1,624
027-0045821,1,616
027-0045823,1,627
027-0045852,1,623
027-0045861,1,639
027-0045862,1,626
027-0045871,1,617
027-0045873,1,627
027-0045877,1,640
027-0046462,1,627
027-0047012,1,637
027-0047255,1,637
027-0047312,1,637
027-0047745,1,624
027-0048220,1,634
027-0048231,1,609
027-0048480,1,620
027-0048482,1,625
027-0048485,1,635
027-0048523,1,610
027-0048562,1,619
027-0048578,1,626
027-0048856,1,615
027-0049790,1,625
027-0051529,1,620
027-0051771,1,629
027-0052145,1,610
027-0052680,1,626
027-0053690,1,615
027-0055004,1,622
027-0055011,1,627
027-0055099,1,627
027-0055113,1,619
027-0055116,1,624
027-0055224,1,629
027-0055422,1,625
027-0055423,1,624
027-0055424,1,627
027-0055436,1,617
027-0055442,1,617
027-0055446,1,617
027-0055447,1,627
027-0055448,1,617
027-0055449,1,627
027-0055450,1,619
027-0055451,1,619
027-0055452,1,618
027-0055534,1,626
027-0055555,1,596
027-0055588,1,621
027-0055598,1,630
027-0055632,1,620
027-0055770,1,624
027-0055773,1,637
027-0055841,1,626
027-0055880,1,636
027-0055882,1,616
027-0055883,1,626
027-0055884,1,619
027-0055885,1,620
027-0055886,1,619
027-0055889,1,620
027-0056560,1,627
027-0056932,1,616
027-0057221,1,620
027-0057744,1,626
027-0058264,3.3,612
027-0058327,1,624
027-0058431,1,631
027-0058470,1,633
027-0058589,1,643
027-0058630,1,620
027-0058722,1,625
027-0058924,1,636
027-0058936,1,619
027-0058943,1,634
027-0059410,1,618
027-0059411,1,623
027-0059412,1,615
027-0059413,1,616
027-0059841,1,628
027-0059844,1,621
027-0059864,1,627
027-0060448,1,616
027-0061200,1,643
027-0062051,1,614
027-0063524,1,630
027-0063541,1,629
027-0063592,1,630
027-0063629,1,627
027-0063637,1,624
027-0064112,1,629
027-0064649,1,624
027-0065004,1,637
027-0065231,1,600
027-0065286,1,626
027-0065390,1,620
027-0065820,1,626
027-0065830,1,624
027-0065920,1,627
027-0065981,1,641
027-0065983,1,627
027-0066099,1,627
027-0066112,1,627
027-0066113,1,613
027-0066228,1,631
027-0066325,1,632
027-0066331,1,618
027-0066332,1,612
027-0066541,1,629
027-0066550,1,628
027-0066552,1,618
027-0066584,1,626
027-0066591,1,629
027-0066668,1,619
027-0066772,1,618
027-0066773,1,619
027-0068924,1,619
027-0069532,1,610
027-0069695,1,626
027-0071716,1,627
027-0071718,1,627
027-0072003,1,626
027-0075125,1,625
027-0075231,1,603
027-0077044,1,620
027-0077114,1,627
027-0077446,1,620
027-0077569,1,617
027-0077668,1,619
027-0077952,1,628
027-0078455,1,629
027-0078524,1,613
027-0078532,3.3,612
027-0078541,1,630
027-0078954,1,615
027-0078994,1,602
027-0082450,1,609
027-0084861,1,627
027-0085213,1,618
027-0085263,1,606
027-0085420,1,618
027-0085423,3.3,612
027-0085441,1,628
027-0085456,1,627
027-0085463,1,613
027-0085492,1,624
027-0085637,1,627
027-0085680,1,633
027-0085943,1,641
027-0086532,1,614
027-0087201,1,606
027-0088412,1,618
027-0088446,1,617
027-0088522,1,620
027-0088541,1,628
027-0088744,1,626
027-0088835,1,619
027-0088865,1,620
027-0089351,1,606
027-0090907,1,626
027-0093528,1,605
027-0094940,1,631
027-0095003,1,634
027-0095412,1,614
027-0095463,1,614
027-0095621,1,608
027-0095631,1,608
027-0095632,1,614
027-0095644,1,631
027-0095820,1,630
027-0095853,1,624
027-0095863,1,627
027-0096332,1,627
027-0096358,1,615
027-0096385,1,617
027-0096531,1,618
027-0096532,1,622
027-0096539,1,608
027-0096540,1,609
027-0096541,1,615
027-0096543,3.3,612
027-0096580,1,624
027-0096583,1,627
027-0096682,1,627
027-0098511,1,632
027-0098541,1,628
027-0098563,1,609
027-0098564,1,623
027-0098566,1,624
027-0098572,1,638
027-0098654,1,606
027-0098765,1,610
027-0099012,1,623
027-0099352,1,609
027-0099353,1,608
027-0099399,1,621
027-0099422,1,620
027-0099668,1,627
027-0099742,1,627
027-0099855,1,626
027-0121203,1,619
027-0125845,1,598
027-0134441,1,631
027-0181312,1,630
027-0190911,1,643
027-0200111,1,640
027-0200424,1,644
027-0201213,1,642
027-0201332,1,635
027-0201611,1,638
027-0201612,1,630
027-0202020,1,637
027-0221221,1,639
027-0223200,1,593
027-0226599,1,627
027-0322001,1,629
027-0339411,1,629
027-0339942,1,624
027-0339971,1,627
027-0400489,1,645
027-0400512,1,644
027-0443002,1,618
027-0445588,1,633
027-0446681,1,627
027-0447745,1,629
027-0448502,1,629
027-0458200,1,617
027-0458210,1,626
027-0458236,1,620
027-0458551,1,626
027-0485002,1,624
027-0485236,1,607
027-0485237,1,607
027-0495820,1,626
027-0524007,1,625
027-0528973,1,625
027-0545822,1,641
027-0553062,1,624
027-0554820,1,624
027-0556883,1,641
027-0569411,1,628
027-0585830,1,629
027-0587452,1,624
027-0589046,1,643
027-0589244,1,620
027-0652380,1,629
027-0658921,1,638
027-0659820,1,624
027-0669534,1,627
027-0778800,1,624
027-0805805,1,641
027-0808808,1,641
027-0826504,1,608
027-0865991,1,624
027-0867509,1,624
027-0884533,1,619
027-0885422,1,626
027-0885441,1,624
027-0888541,1,641
027-0889925,1,640
027-0963254,1,632
027-0968411,1,629
027-0989563,1,603
027-1254896,1,634
027-4000000,1,639
027-4000444,1,641
027-4021111,1,632
027-4121333,1,642
027-4204222,1,632
027-9856411,1,615
027-9856412,1,642
027-9856413,1,644
027-9856414,1,648
027-9856415,1,639
027-9856416,1,645
027-9856417,1,638
027-9856418,1,570
027-9856419,1,644
027-9856420,1,630
027-9856421,1,638
027-9856422,1,646
027-9856423,1,642
027-9856424,1,648
027-9856425,1,640
027-9856426,1,640
027-9856427,1,646
027-9856428,1,640
027-9856429,1,649
027-9856430,1,645
027-9856431,1,646
027-9856432,1,640
027-9856433,1,640
027-9856434,1,646
027-9856435,1,645
027-9856436,1,646
027-9856437,1,640
027-9856438,1,645
027-9856439,1,644
027-9856440,1,646
027-9856441,1,644
027-9856442,1,644
027-9856443,1,647
027-9856444,1,641
027-9856445,1,644
027-9856446,1,646
027-9856447,1,640
027-9856448,1,641
027-9856449,1,648
027-9856450,1,644
027-9856451,1,640
027-9856452,1,640
027-9856453,1,640
027-9856454,1,640
027-9856455,1,648
027-9856456,1,647
027-9856457,1,640
027-9856458,1,640
027-9856459,1,648
027-9856460,1,642
027-9856461,1,647
027-9856462,1,646
027-9856463,1,646
027-9856464,1,644
027-9856465,1,640
027-9856466,1,639
027-9856467,1,640
027-9856468,1,641
027-9856469,1,644
027-9856470,1,640
027-9856471,1,646
027-9856472,1,646
027-9856473,1,646
027-9856474,1,645
027-9856475,1,646
027-9856476,1,626
027-9856477,1,642
027-9856478,1,641
027-9856479,1,647
027-9856480,1,641
027-9856481,1,646
027-9856482,1,641
027-9856483,1,641
027-9856484,1,641
027-9856485,1,646
027-9856486,1,646
027-9856487,1,647
027-9856488,1,647
027-9856489,1,641
027-9856490,1,647
027-9856491,1,648
027-9856492,1,648
027-9856493,1,646
027-9856494,1,647
027-9856495,1,643
027-9856496,1,648
027-9856497,1,648
027-9856498,1,642
027-9856499,1,647
027-9856500,1,642
027-9856501,1,642
027-9856502,1,642
027-9856503,1,642
027-9856504,1,626
027-9856505,1,642
027-9856506,1,645
027-9856508,1,642
027-9856509,1,639
027-9856510,1,642
027-9856511,1,648
027-9856512,1,642
027-9856513,1,635
027-9856514,1,642
027-9856515,1,636
027-9856517,1,642
027-9856518,1,642
027-9856519,1,645
027-9856520,1,643
027-9856521,1,632
027-9856522,1,628
027-9856523,1,644
027-9856524,1,643
027-9856525,1,642
027-9856526,1,642
027-9856527,1,642
027-9856528,1,642
027-9856529,1,642
027-9856530,1,632
027-9856531,1,643
027-9856532,1,643
027-9856533,1,643
027-9856534,1,643
027-9856535,1,634
027-9856536,1,643
027-9856537,1,643
027-9856538,1,645
027-9856539,1,647
027-9856540,1,644
027-9856541,1,644
027-9856542,1,643
027-9856543,1,643
027-9856544,1,643
027-9856545,1,549
027-9856546,1,648
027-9856547,1,637
027-9856548,1,643
027-9856549,1,643
027-9856550,1,643
027-9856551,1,644
027-9856552,1,638
027-9856553,1,643
027-9856554,1,640
027-9856555,1,555
027-9856556,1,643
027-9856557,1,638
027-9856558,1,643
027-9856559,1,583
027-9856560,1,643
027-9856561,1,643
027-9856562,1,643
027-9856563,1,643
027-9856564,1,645
027-9856565,1,645
027-9856566,1,643
027-9856567,1,643
027-9856568,1,644
027-9856569,1,643
027-9856570,1,646
027-9856571,1,644
027-9856572,1,644
027-9856573,1,643
027-9856574,1,646
027-9856575,1,644
027-9856576,1,643
027-9856577,1,649
027-9856578,1,638
027-9856579,1,644
027-9856580,1,644
027-9856581,1,644
027-9856583,1,644
027-9856584,1,646
027-9856585,1,644
027-9856586,1,644
027-9856587,1,644
027-9856588,1,644
027-9856589,1,624
027-9856590,1,638
027-9856591,1,645
027-9856592,1,644
027-9856593,1,645
027-9856594,1,644
027-9856595,1,645
027-9856596,1,644
027-9856597,1,644
027-9856598,1,646
027-9856599,1,645
027-9856600,1,645
027-9856601,1,644
027-9856602,1,646
027-9856603,1,645
027-9856604,1,645
027-9856605,1,645
027-9856606,1,626
027-9856607,1,645
027-9856608,1,645
027-9856609,1,646
027-9856610,1,646
027-9856611,1,645
027-9856612,1,645
027-9856613,1,645
027-9856614,1,645
027-9856615,1,645
027-9856616,1,646
027-9856617,1,645
027-9856618,1,633
027-9856619,1,646
027-9856620,1,646
027-9856621,1,646
027-9856622,1,646
027-9856623,1,646
027-9856624,1,646
027-9856625,1,646
027-9856626,1,646
027-9856627,1,646
027-9856628,1,646
027-9856629,1,629
027-9856630,1,648
027-9856631,1,632
027-9856632,1,646
027-9856633,1,639
027-9856634,1,646
027-9856635,1,646
027-9856636,1,646
027-9856637,1,646
027-9856638,1,646
027-9856639,1,641
027-9856640,1,648
027-9856641,1,646
027-9856642,1,640
027-9856643,1,648
027-9856644,1,642
027-9856645,1,647
027-9856646,1,647
027-9856647,1,647
027-9856648,1,647
027-9856649,1,647
027-9856650,1,647
027-9856651,1,647
027-9856654,1,648
027-9856655,1,641
027-9856656,1,647
027-9856657,1,641
027-9856658,1,641
027-9856660,1,647
027-9856661,1,647
027-9856662,1,647
027-9856663,1,647
027-9856664,1,647
027-9856665,1,647
027-9856667,1,648
027-9856668,1,647
027-9856669,1,648
027-9856670,1,648
027-9856672,1,648
027-9856673,1,648
027-9856675,1,648
027-9856677,1,648
027-9856678,1,648
028-0000003,1,631
028-0000004,1,632
028-0000006,1,639
028-0000007,1,640
028-0000011,1,619
028-0000017,1,640
028-0000018,1,625
028-0000019,1,626
028-0000020,1,625
028-0000021,1,624
028-0000022,1,624
028-0000023,1,620
028-0000034,1,629
028-0000100,1,629
028-0000112,1,624
028-0000114,1,637
028-0000123,1,647
028-0000124,1,641
028-0000141,1,634
028-0000210,1,644
028-0000223,1,633
028-0000225,1,639
028-0000314,1,631
028-0000321,1,630
028-0000333,1,629
028-0000336,1,640
028-0000362,1,639
028-0000424,1,641
028-0000447,1,639
028-0000448,1,631
028-0000455,1,630
028-0000456,1,626
028-0000457,1,644
028-0000458,1,627
028-0000476,1,629
028-0000480,1,640
028-0000499,1,630
028-0000500,1,627
028-0000554,1,638
028-0000642,1,627
028-0000654,1,630
028-0000659,1,625
028-0000665,1,634
028-0000669,1,639
028-0000686,1,624
028-0000695,1,634
028-0000753,1,626
028-0000845,1,629
028-0000920,1,640
028-0000939,1,625
028-0000984,1,627
028-0000987,1,632
028-0000994,1,627
028-0000996,1,627
028-0001001,1,614
028-0001002,1,630
028-0001022,12,615
028-0001111,1,641
028-0001234,1,627
028-0001241,1,633
028-0001452,1,641
028-0001644,1,634
028-0001692,3.3,623
028-0002251,1,620
028-0002345,1,630
028-0002637,1,623
028-0003311,1,640
028-0003321,1,629
028-0003333,1,632
028-0003362,1,627
028-0003399,1,637
028-0003411,1,640
028-0003417,1,635
028-0003456,1,632
028-0003488,1,630
028-0003614,1,631
028-0003621,1,631
028-0003652,1,636
028-0003741,1,628
028-0003941,1,631
028-0004141,1,636
028-0004411,1,636
028-0004412,1,627
028-0004444,1,633
028-0004451,1,632
028-0004455,1,614
028-0004488,1,627
028-0004514,1,630
028-0004521,1,636
028-0004523,1,624
028-0004561,1,640
028-0004567,1,637
028-0004568,1,631
028-0004580,1,630
028-0004583,1,627
028-0004871,1,624
028-0004952,1,626
028-0005009,1,637
028-0005052,1,627
028-0005101,1,639
028-0005105,1,640
028-0005113,1,642
028-0005117,1,648
028-0005122,1,637
028-0005204,1,632
028-0005208,1,637
028-0005220,1,637
028-0005227,1,635
028-0005241,1,625
028-0005424,1,628
028-0005449,1,640
028-0005496,1,627
028-0005497,1,634
028-0005498,1,629
028-0005499,1,629
028-0005500,1,638
028-0005501,1,639
028-0005504,1,645
028-0005505,1,639
028-0005508,1,643
028-0005509,1,630
028-0005512,1,643
028-0005521,1,636
028-0005563,1,627
028-0005580,1,627
028-0005584,1,640
028-0005601,1,643
028-0005605,1,628
028-0005609,1,630
028-0005613,1,633
028-0005617,1,633
028-0005635,1,614
028-0005694,1,634
028-0005873,1,640
028-0006302,1,628
028-0006330,3.3,627
028-0006348,1,634
028-0006411,1,628
028-0006446,1,632
028-0006477,1,632
028-0006485,1,624
028-0006512,1,630
028-0006541,1,630
028-0006580,1,626
028-0006583,1,628
028-0006584,1,639
028-0006590,1,628
028-0006651,1,619
028-0006654,1,633
028-0006673,1,625
028-0006677,1,636
028-0006695,1,632
028-0006711,1,630
028-0006714,1,627
028-0006780,1,642
028-0006966,1,632
028-0007190,1,627
028-0007553,1,632
028-0007730,1,624
028-0007741,1,636
028-0007853,1,625
028-0007880,1,626
028-0007894,1,619
028-0008444,1,631
028-0008455,1,626
028-0008547,1,629
028-0008552,1,633
028-0008570,1,619
028-0008573,1,624
028-0008845,1,626
028-0009250,1,624
028-0009453,1,625
028-0009634,1,637
028-0009641,1,629
028-0009654,1,637
028-0009741,1,632
028-0009744,1,631
028-0009859,1,626
028-0009985,1,641
028-0009999,1,644
028-0011441,1,632
028-0012345,1,633
028-0013545,1,635
028-0014111,1,633
028-0014141,1,630
028-0014744,1,633
028-0016300,1,643
028-0016304,1,637
028-0016308,1,643
028-0016312,1,641
028-0016354,1,634
028-0016401,1,643
028-0016404,1,639
028-0016408,1,635
028-0016409,1,627
028-0016412,1,643
028-0016413,1,641
028-0016416,1,637
028-0016417,1,624
028-0016420,1,640
028-0016421,1,642
028-0016425,1,625
028-0016494,1,634
028-0016501,1,645
028-0016504,1,640
028-0016505,1,630
028-0016508,1,639
028-0016512,1,647
028-0016513,1,627
028-0016516,1,642
028-0016521,1,635
028-0016529,1,638
028-0016601,1,637
028-0016604,1,642
028-0016605,1,627
028-0016608,1,642
028-0016612,1,637
028-0016613,1,633
028-0016616,1,639
028-0016617,1,644
028-0016621,1,642
028-0016624,1,635
028-0016628,1,642
028-0016629,1,645
028-0016704,1,641
028-0016712,1,637
028-0016716,1,634
028-0016717,1,631
028-0016720,1,641
028-0016721,1,647
028-0016724,1,634
028-0016800,1,629
028-0016817,1,644
028-0016900,1,630
028-0016901,1,635
028-0016909,1,648
028-0016913,1,644
028-0016917,1,639
028-0017001,1,623
028-0017005,1,639
028-0017009,1,635
028-0017013,1,637
028-0017105,1,632
028-0017108,1,641
028-0017109,1,631
028-0017112,1,642
028-0017113,1,628
028-0017204,1,639
028-0017208,1,641
028-0017212,1,644
028-0017221,1,630
028-0017225,1,630
028-0031444,1,640
028-0033521,1,620
028-0033669,1,635
028-0033694,1,632
028-0036251,1,635
028-0036414,1,630
028-0036441,1,631
028-0036948,1,635
028-0036991,1,632
028-0039711,1,633
028-0039841,1,633
028-0039944,1,620
028-0044001,1,639
028-0044992,1,641
028-0045163,1,630
028-0045582,1,627
028-0045720,1,637
028-0046114,1,634
028-0046641,1,632
028-0046994,1,636
028-0048500,1,627
028-0048820,1,640
028-0048950,1,634
028-0055001,1,627
028-0055011,1,640
028-0055041,1,640
028-0055081,1,641
028-0055091,1,640
028-0055504,1,645
028-0055509,1,647
028-0055664,1,630
028-0055977,1,638
028-0056820,1,630
028-0056944,1,634
028-0058812,1,644
028-0063251,1,620
028-0065444,1,634
028-0065980,1,637
028-0066993,1,629
028-0066996,1,632
028-0068522,1,630
028-0069412,1,637
028-0077854,1,619
028-0077881,1,638
028-0078224,1,640
028-0085591,1,627
028-0088541,1,633
028-0088726,1,628
028-0088991,1,643
028-0095950,1,625
028-0096411,1,623
028-0097441,1,631
028-0099337,1,639
028-0099666,1,631
028-0164011,1,642
028-0164041,1,641
028-0164044,1,634
028-0164132,1,642
028-0164171,1,646
028-0165044,1,638
028-0165081,1,641
028-0165133,1,627
028-0165177,1,641
028-0165211,1,628
028-0166011,1,648
028-0166012,1,642
028-0166091,1,647
028-0166288,1,641
028-0167161,1,643
028-0167201,1,640
028-0167241,1,640
028-0169091,1,644
028-0169133,1,632
028-0170011,1,640
028-0170055,1,642
028-0170091,1,641
028-0170095,1,630
028-0170177,1,638
028-0171081,1,643
028-0339714,1,639
028-0396841,1,635
028-0458741,1,632
028-0555443,1,625
028-0641174,1,636
028-0664402,1,626
028-0997744,1,635
028-1650811,1,641
028-1660123,1,628
028-1660124,1,644
028-1660125,1,638
028-1660126,1,643
028-1660127,1,643
028-1660128,1,644
028-1660129,1,639
028-1660130,1,645
028-1660131,1,644
028-1660132,1,640
028-1660133,1,644
028-1660134,1,648
028-1660135,1,643
028-1660136,1,644
028-1660137,1,643
028-1660138,1,643
028-1660139,1,645
028-1660140,1,644
028-1660141,1,643
028-1660142,1,643
028-1660143,1,644
028-1660144,1,645
028-1660145,1,645
028-1660146,1,645
028-1660147,1,645
028-1660148,1,512
028-1660149,1,647
028-1660150,1,631
028-1660151,1,642
028-1660152,1,649
028-1660153,1,645
028-1660154,1,647
028-1660155,1,647
028-1660156,1,646
028-1660157,1,634
028-1660158,1,643
028-1660159,1,642
028-1660160,1,642
028-1660161,1,643
028-1660162,1,647
028-1660163,1,643
028-1660164,1,634
028-1660165,1,451
028-1660166,1,644
028-1660167,1,645
028-1660168,1,647
028-1660169,1,645
028-1660170,1,645
028-1660171,1,645
028-1660172,1,647
028-1660173,1,640
028-1660174,1,647
028-1660175,1,642
028-1660176,1,647
030-0000001,1,629
030-0000002,1,607
030-0000003,1,635
030-0000004,1,590
030-0000005,1,603
030-0000006,1,584
030-0000007,1,582
030-0000008,1,583
030-0000009,1,582
030-0000010,1,584
030-0000011,1,585
030-0000012,1,633
030-0000013,1,582
030-0000014,1,581
030-0000015,1,581
030-0000016,1,583
030-0000017,1,599
030-0000020,1,602
030-0000021,1,587
030-0000022,1,599
030-0000023,1,584
030-0000024,1,587
030-0000025,1,584
030-0000026,1,584
030-0000027,1,635
030-0000028,1,583
030-0000029,1,590
030-0000030,1,586
030-0000031,1,635
030-0000032,1,586
030-0000033,1,586
030-0000034,1,584
030-0000035,1,613
030-0000036,1,586
030-0000037,1,623
030-0000038,1,584
030-0000039,1,586
030-0000040,1,584
030-0000041,1,588
030-0000042,1,635
030-0000043,1,589
030-0000045,1,613
030-0000046,1,586
030-0000047,1,586
030-0000049,1,582
030-0000050,1,584
030-0000051,1,602
030-0000052,1,589
030-0000053,1,584
030-0000054,1,584
030-0000055,1,586
030-0000056,1,593
030-0000057,1,584
030-0000058,1,635
030-0000059,1,587
030-0000060,1,586
030-0000062,1,585
030-0000064,1,586
030-0000065,1,585
030-0000066,1,587
030-0000067,1,586
030-0000068,1,598
030-0000069,1,635
030-0000070,1,597
030-0000071,1,598
030-0000072,1,598
030-0000073,1,635
030-0000074,1,600
030-0000077,1,606
030-0000079,1,605
030-0000080,1,602
030-0000081,1,602
030-0000083,1,602
030-0000085,1,606
030-0000086,1,597
030-0000087,1,601
030-0000088,1,604
030-0000089,1,597
030-0000090,1,635
030-0000091,1,635
030-0000092,1,606
030-0000093,1,608
030-0000095,1,635
030-0000096,1,592
030-0000097,1,605
030-0000098,1,590
030-0000099,1,593
030-0000100,1,623
030-0000101,1,594
030-0000102,1,592
030-0000103,1,635
030-0000105,1,606
030-0000106,1,596
030-0000107,1,608
030-0000108,1,596
030-0000109,1,593
030-0000110,1,596
030-0000111,1,596
030-0000112,1,597
030-0000113,1,596
030-0000114,1,596
030-0000117,1,603
030-0000118,1,605
030-0000119,1,601
030-0000120,1,596
030-0000122,1,602
030-0000124,5,594
030-0000130,1,602
030-0000131,1,601
030-0000133,1,613
030-0000135,1,602
030-0000136,1,601
030-0000137,1,607
030-0000138,12,593
030-0000139,1,630
030-0000140,1,608
030-0000145,1,603
030-0000146,1,605
030-0000150,1,635
030-0000151,1,596
030-0000154,1,604
030-0000155,1,598
030-0000164,1,598
030-0000165,1,582
030-0000169,1,593
030-0000179,1,607
030-0000184,1,609
030-0000185,1,624
030-0000196,1,581
030-0000198,1,599
030-0000199,1,600
030-0000201,1,635
030-0000202,1,594
030-0000231,1,604
030-0000232,1,601
030-0000233,1,601
030-0000241,1,605
030-0000294,1,626
030-0000300,1,605
030-0000303,1,603
030-0000320,1,635
030-0000324,1,604
030-0000330,1,603
030-0000331,1,628
030-0000452,1,604
030-0000489,1,606
030-0000497,1,604
030-0000498,1,610
030-0000499,1,607
030-0000500,1,608
030-0000512,1,627
030-0000513,1,627
030-0000514,1,633
030-0000515,1,626
030-0000516,1,627
030-0000517,1,630
030-0000518,1,627
030-0000519,1,627
030-0000520,1,627
030-0000521,1,627
030-0000522,1,627
030-0000542,1,602
030-0000543,1,600
030-0000621,1,605
030-0000622,1,608
030-0000631,1,603
030-0000632,1,606
030-0000633,1,606
030-0000635,1,609
030-0000652,1,606
030-0000654,1,609
030-0000655,1,630
030-0000656,1,610
030-0000657,1,611
030-0000658,1,610
030-0000784,1,631
030-0000800,1,605
030-0000801,1,601
030-0000805,1,604
030-0000807,1,600
030-0000808,1,608
030-0000809,1,605
030-0000845,1,608
030-0000846,1,607
030-0000847,1,607
030-0000848,1,605
030-0000849,1,606
030-0000850,1,605
030-0000851,1,604
030-0000855,1,607
030-0000856,1,594
030-0000857,1,594
030-0000863,1,608
030-0000864,1,609
030-0000865,1,607
030-0000866,1,609
030-0000867,1,609
030-0000874,1,612
030-0000887,1,620
030-0000888,1,620
030-0000889,1,620
030-0000890,1,619
030-0000891,1,619
030-0000892,1,617
030-0000893,1,619
030-0000894,1,606
030-0000895,1,617
030-0000896,1,617
030-0000897,1,616
030-0000898,1,618
030-0000899,1,620
030-0000901,1,608
030-0000902,1,620
030-0000903,1,619
030-0000904,1,618
030-0000905,1,618
030-0000906,1,618
030-0000938,1,606
030-0000939,1,608
030-0000953,1,610
030-0000954,1,607
030-0000955,1,608
030-0000956,1,607
030-0000957,1,605
030-0000958,1,610
030-0000959,1,610
030-0000963,1,616
030-0000964,1,615
030-0000965,1,597
030-0000966,1,597
030-0000969,1,616
030-0000970,1,616
030-0000971,1,616
030-0000972,1,616
030-0000973,1,619
030-0000974,1,616
030-0000975,1,616
030-0000976,1,616
030-0000977,1,615
030-0000978,1,615
030-0000979,1,615
030-0000980,1,614
030-0000981,1,615
030-0000982,1,616
030-0000983,1,614
030-0000984,1,617
030-0000985,1,589
030-0000986,1,587
030-0000987,1,587
030-0000989,1,593
030-0000991,1,616
030-0000992,1,615
030-0000993,1,615
030-0000994,1,615
030-0000995,1,616
030-0000996,1,616
030-0000997,1,616
030-0001000,1,616
030-0001001,1,617
030-0001002,1,617
030-0001003,1,631
030-0001004,1,615
030-0001005,1,616
030-0001006,1,616
030-0001007,1,615
030-0001008,1,615
030-0001009,1,614
030-0001010,1,616
030-0001011,1,615
030-0001012,1,615
030-0001146,1,612
030-0001154,1,635
030-0001155,1,601
030-0001156,1,602
030-0001157,1,602
030-0001225,1,635
030-0001428,1,602
030-0001455,1,635
030-0001456,1,627
030-0001468,1,595
030-0001784,1,605
030-0001785,1,607
030-0001859,1,613
030-0001896,1,613
030-0001897,1,614
030-0001898,1,613
030-0002235,1,628
030-0002269,1,611
030-0002400,1,631
030-0002547,1,606
030-0002564,1,607
030-0002568,1,620
030-0003369,1,627
030-0003370,1,626
030-0003371,1,624
030-0003373,1,615
030-0003375,1,635
030-0003377,1,624
030-0003378,1,626
030-0003379,1,619
030-0003380,1,624
030-0003381,1,625
030-0003383,1,627
030-0003385,1,624
030-0003386,1,626
030-0003388,1,624
030-0003666,1,630
030-0003875,1,606
030-0003876,1,606
030-0003877,1,608
030-0003878,1,606
030-0003879,1,607
030-0004020,1,600
030-0004021,1,605
030-0004111,1,632
030-0004204,1,602
030-0004444,1,629
030-0004483,1,619
030-0004523,1,621
030-0004582,1,620
030-0004659,1,611
030-0004811,1,627
030-0004875,1,610
030-0005421,1,614
030-0005492,1,608
030-0005493,1,608
030-0005533,1,616
030-0005534,1,616
030-0005535,1,616
030-0005536,1,615
030-0005537,1,616
030-0005538,1,616
030-0005539,1,617
030-0005540,1,616
030-0005541,1,616
030-0005542,1,616
030-0005543,1,623
030-0005544,1,617
030-0005545,1,616
030-0005546,1,615
030-0005547,1,615
030-0005548,1,620
030-0005549,1,620
030-0005550,1,623
030-0005551,1,616
030-0005683,1,602
030-0005693,1,621
030-0005698,1,608
030-0005699,1,608
030-0005893,1,620
030-0005974,1,611
030-0005975,1,610
030-0005976,1,610
030-0005977,1,612
030-0005986,1,608
030-0005993,1,630
030-0005994,1,613
030-0006225,1,619
030-0006334,1,609
030-0006358,1,620
030-0006359,1,620
030-0006428,1,607
030-0006447,1,628
030-0006988,1,627
030-0007368,1,607
030-0007536,1,614
030-0007537,1,611
030-0007583,1,621
030-0007665,1,612
030-0007667,1,613
030-0007712,1,614
030-0007713,1,614
030-0007714,1,615
030-0007715,1,617
030-0007863,1,631
030-0007864,1,611
030-0007865,1,635
030-0007866,1,613
030-0008010,1,601
030-0008211,1,618
030-0008247,1,605
030-0008248,1,606
030-0008249,1,605
030-0008250,1,605
030-0008251,1,607
030-0008252,1,607
030-0008253,1,607
030-0008254,1,606
030-0008255,1,606
030-0008449,1,610
030-0008536,1,625
030-0008543,1,621
030-0008547,1,620
030-0008548,1,617
030-0008562,1,625
030-0008563,1,617
030-0008564,1,614
030-0008565,1,615
030-0008712,1,610
030-0008739,1,630
030-0008740,1,614
030-0008784,1,607
030-0008785,1,606
030-0008786,1,605
030-0008787,1,609
030-0008788,1,604
030-0008789,1,606
030-0008874,1,633
030-0008954,1,612
030-0008955,1,606
030-0008956,1,606
030-0008957,1,606
030-0008974,1,613
030-0008991,1,608
030-0009225,1,631
030-0009226,1,609
030-0009444,1,630
030-0009562,1,621
030-0009569,3.3,599
030-0009638,1,615
030-0009639,1,615
030-0009652,1,614
030-0009653,1,606
030-0009654,1,610
030-0009658,1,609
030-0009659,1,605
030-0009682,1,609
030-0009683,1,608
030-0009684,1,607
030-0009685,1,608
030-0009745,1,615
030-0009749,1,627
030-0009750,1,620
030-0009751,1,615
030-0009752,1,616
030-0009874,1,613
030-0009891,1,605
030-0009892,1,605
030-0009893,1,604
030-0009894,1,605
